http://linkedgeodata.org/ontology/opening_hours
"n_so"	"o"
3	"Mo-Sa 07:00-23:00; Su,PH 07:00-22:00"
3	"Mo-Sa 11:00+"
3	"6:00-22:00"
3	"Mo-Fr 07:00-19:00; Sa 09:00-17:00; Su 10:00-17:00"
3	"Mo-Fr 07:00-21:00; Sa 07:00-20:00; Su,PH 08:00-20:00"
3	"Mo-Fr 06:30-19:00; Sa 06:30-18:00; Su 08:00-18:00"
3	"Mo-Fr 09:00-21:00"
3	"Mo-Su 10:00-16:00"
3	"Mo-Fr 07:30-18:00;Sa-Su off"
3	"Mo-Su 00:00-01:00,11:00-24:00"
3	"Mo-Su ""please add opening times"""
3	"Tu-Su 10:00+"
3	"Mo-Fr 07:30-21:00"
3	"Mo-Fr 06:30-18:00; Sa 06:30-17:00; Su 08:00-17:00"
3	"Mo-Sa 09:00-22:00; Su 10:00-22:00"
3	"Mo-Th 08:00-17:00; Fr 08:00-15:00"
3	"Mo-Fr 07:30-20:30; Sa,Su,PH 08:00-20:00"
3	"Mo-Fr 08:00-20:00;Sa-Su 10:00-18:00"
3	"Mo-Sa 9:00-17:00"
3	"Mo-Su 18:00+"
3	"Th-Su"
3	"Mo-Fr 09:00-24:00; Sa-Su 10:00-24:00"
3	"Mo-Sa 10:00-23:00"
3	"Mo-Su 11:00-22:30"
3	"Mo-Sa 07:00-15:00"
3	"Tu-Fr 07:00-15:00, Sa-Su 08:00-15:00"
3	"Mo-Sa 09:00-23:00; Su 10:00-23:00"
3	"12:00 - 23:00"
3	"07:00 - 24:00"
3	"Mo-Fr 07:30-17:00"
3	"10-23"
3	"Su 11:00-16:00"
3	"09:00-17:30"
3	"Mo-Sa 07:00-23:00; Su 08:00-23:00"
3	"13"
3	"Mo-Sa 08:00-18:00; Su 14:00-18:00"
3	"Mo-Fr 09:00-18:00;Sa 09:00-16:00"
3	"07:00-21:30"
3	"We-Su 14:00-19:00"
3	"07:30-23:00"
3	"We-Su 10:00-19:00"
3	"Mo-Fr 06:00-20:00; Sa-Su 08:00-20:00"
3	"Tu-Su 09:00-17:00"
3	"Tu-Su 12:00-19:00"
3	"Mo-Su 05:30-21:00"
3	"Sa-Su 12:00-18:00"
3	"Mo-Fr 09:30-18:00"
3	"Mo-Fr 07:00-16:00, Sa-Su 08:00-16:00"
3	"""flight schedule"""
3	"Mo-Fr 05:00-21:00; Sa-Su 06:00-21:00"
3	"Mo-Sa 09:00-19:00;Su 10:00-19:00"
3	"Mo-Fr 06:00-18:00; Sa-Su 07:00-17:00"
3	"Mo-Su 00:00-01:00,10:00-24:00"
3	"Mo-Fr 09:30-19:00; Sa 09:30-18:00"
3	"Korean"
3	"Mo-Sa 09:00-16:00"
3	"Mo-Fr 09:00-19:00; Sa 09:00-15:00"
3	"Mo-Sa 07:30-22:00; Su 09:00-21:00"
3	"Mo-Su off"
3	"Mo-Fr 09:00-14:00"
3	"Mo-Sa 10:30-21:00; Su 11:00-20:00"
3	"Mo-Sa 08:00-18:00;Su 10:00-16:00"
2	"Tu-Su 17:00+"
2	"Su-Th 10:00-20:00, Fr-Sa 10:00-21:00"
2	"Mo-Su 15:00-24:00"
2	"Su-Th 10:00-01:00; Fr-Sa 10:00-02:00"
2	"08:30-21:30"
2	"Mo-Fr 07:00-22:30; Sa,Su,PH 07:30-22:30"
2	"Mo-Fr 06:00-18:30; Sa 06:00-17:00; Su 07:00-18:00"
2	"Mo-Sa 07:30-20:00; Su,PH 08:00-20:00"
2	"Mo-Fr 08:00-20:00;Sa-Su 10:00-20:00"
2	"Mo-Su 12:00-2:00"
2	"Mo-Fr 09:00-21:30; Sa 10:00-21:30; Su 10:00-21:00"
2	"Mo-Fr 10:00-23:00; Sa-Su 11:00-23:00"
2	"Mo-Th 10:00-23:00; Fr 10:00-24:00; Sa 00:00-01:00,10:00-24:00; Su 00:00-01:00,10:00-23:00"
2	"09:30-23:00"
2	"Mo-Fr 07:00-21:00;Sa 08:00-21:00;Su 09:00-21:00"
2	"Jun-Sep"
2	"Mo-Fr 09:00-17:00; Sa-Su 10:00-16:00"
2	"Mo-Fr 07:30-18:00; Sa 08:00-18:00; Su 09:00-18:00"
2	"Mo-Sa 06:00-23:00; Su 07:00-23:00"
2	"Mo-Fr 10:00-19:00; Sa-Su 10:00-17:00"
2	"6:00-20:00"
2	"Mo-Sa 08:00-24:00; Su 09:00-24:00"
2	"Mo-Fr 08:00-19:00, Sa 09:00-19:00, Su 09:00-19:00"
2	"Mo-Su 05:00-24:00"
2	"Mo-Fr 07:00-23:00; Sa-Su 10:00-23:00"
2	"Mo-Fr 09:00-22:00; Sa-Su 12:00-22:00"
2	"Su-We 09:00-24:00; Th-Sa 09:00-02:00"
2	"Mo-Th 09:00-24:00; Fr-Sa 09:00-01:00; Su 09:00-24:00"
2	"Mo-Fr 10:00-17:00; Sa 11:00-16:00"
2	"Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su 09:00-20:00"
2	"Tu-Su 08:00-18:00; Mo off"
2	"Mo-Th 10:00-16:00; Fr 10:00-15:00"
2	"Mo-Sa 07:30-17:30"
2	"Mo-Fr 06:30-19:00; Sa 06:30-18:00; Su 07:30-18:00"
2	"Mo-Su 14:00-02:00"
2	"Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 10:00-22:00"
2	"Mo-Fr 07:30-19:30"
2	"Mo-Sa 10:00-19:00; Su 10:00-18:00"
2	"Mo-Sa 06:00-21:00;Su 07:00-21:00"
2	"Mo-Fr 07:00-16:00;Sa 10:00-16:00;Su off"
2	"Mo-Fr 11:00-18:00; Sa,Su 14:00-18:00"
2	"10:00 - 18:00"
2	"Mo-Fr 07:00-23:30;Sa-Su 08:00-23:30"
2	"Mo-Fr 06:00-15:00;Sa-Su off"
2	"May-Oct"
2	"Jan-Mar"
2	"Mo-Fr 08:00-21:00; Sa 08:00-20:00; Su 09:00-20:00"
2	"Mo-Th 08:00-21:00; Fr 08:00-22:00; Sa 09:00-22:00; Su 09:00-21:00"
2	"Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00"
2	"Mo-Fr 07:00-21:00; Sa-Su 08:00-21:00"
2	"Mo-Fr 09:00-18:30; Sa 09:00-17:00"
2	"Mo-Fr 08:00-18:00; Sa-Su 09:00-19:00"
2	"Mo-Fr 06:30-23:00; Sa,Su 07:30-23:00"
2	"Sa 14:00-18:00; Su 14:00-18:00"
2	"Mo-Fr 10:00-19:00; Sa 10:00-16:00"
2	"Mo-Fr 05:00-22:00; Sa-Su 06:00-22:00"
2	"Mo-Fr 09:00-18:30; Sa 09:00-15:00"
2	"Mo-Fr 06:30-23:00; Sa,Su,PH 07:00-23:00"
2	"13:00-19:00"
2	"wd 07:30-22:00"
2	"wd 07:30-20:00"
2	"opening_hours=Mo-Su 07:00-22:30"
2	"Mo-Fr 07:00-20:00; Sa,Su,PH 07:30-19:30"
2	"Mo-Fr 06:30-20:00; Sa-Su 09:00-18:00"
2	"Mo-Fr 06:30-21:00; Sa-Su 09:00-18:00"
2	"Mo-Fr 07:00-22:00; Su,PH 08:00-21:00"
2	"Mo-Fr 07:30-18:00; Sa 09:00-16:00"
2	"Mo-Fr 07:30-20:00; Sa,Su 08:30-20:00"
2	"Mo-Fr 07:00-18:00; Sa 09:00-16:00; Su 10:00-16:00"
2	"Mo-Fr 08:00-20:00; Sa,Su,PH off"
2	"7:00 - 23:00"
2	"Mo-Su 05:00-01:00"
2	"Mo-Th 07:00-22:00; Fr 07:00-23:00; Sa 08:00-23:00; Su,PH 08:00-22:00"
2	"Mo-Th,Su,PH 07:00-22:00; Fr,Sa 07:00-22:30"
2	"Mo-Th 07:00-22:00; Fr,Sa 07:00-22:30; Su,PH 08:00-22:00"
2	"We-Sa 10:00-20:00; Su 10:00-18:00"
2	"7:00-22:30"
2	"Su-Sa 07:00-21:00"
2	"Mo-Sa 08:30-19:00; Su 10:00-18:00"
2	"Mo-Sa 07:30-20:00"
2	"Tu-Fr 15:00-23:00; Sa,Su 10:00-23:00"
2	"We-Su 12:00-20:00"
2	"Tu-Su 10:00-19:30"
2	"Mo-Fr 07:00-23:00; Sa-Su 08:00-23:00"
2	"Tu-Su 10:00-22:00; Mo off"
2	"Mo-We 08:00-20:00; Th, Fr 08:00-21:00; Sa 08:00-20:00"
2	"Mo-Fr 12:00-18:00"
2	"Mo-Sa 08:00-20:00; Su 10:00-20:00"
2	"Mo-Th 05:30-22:00; Fr 05:30-23:00; Sa 06:00-23:00; Su 06:00-22:00"
2	"Mo-Th 08:00-15:00; Fr 08:00-14:00"
2	"Mo-Fr 09:00-20:00"
2	"Closed"
2	"Tu-Su 11:00-21:00"
2	"06:00-02:00"
2	"Mo-Su 10:00-22:00; Fr,Sa 10:00-24:00"
2	"Mo-Su 08:30-01:00"
2	"Mo-Sa 09:30-22:00"
2	"11:00-23:59"
2	"Lu-Vie 08:30-18:00"
2	"Mo-Su 08:00-22:30"
2	"Mo-Sa 09:00-20:00; Su 09:00-17:00"
2	"Mo-Fr 06:30-18:00; Sa 07:00-17:00"
2	"Mo-Fr 09:00-19:00; Sa 10:00-18:00"
2	"7:00-24:00"
2	"Tu-Sa 10:00-23:00"
2	"Mo-Sa 08:00-15:00"
2	"Mo-Su 08:30-17:00"
2	"Mo-Sa 06:00-20:00"
2	"Mo-Fr 08:00-18:00;Sa-Su 09:00-18:00"
2	"Mo-Fr 09:00-23:00; Sa,Su 12:00-23:00"
2	"Mo-Su 07:30-19:00"
2	"Tu-Su 11:00-24:00"
2	"Mo-Sa 07:00-20:00; Su 07:00-11:00"
2	"Mo-Th 05:30-21:00; Fr 05:30-22:00; Sa-Su 06:00-21:00"
2	"Mo-Fr 06:00-22:00; Sa 07:00-22:00; Su 07:00-21:00"
2	"08:30-22:00"
2	"08:30-18:00"
2	"Tu-Su 15:00-22:00"
2	"Mo-Fr 07:00-24:00; Sa,Su 08:00-24:00"
2	"09:30-17:00"
2	"Mo-Su 06:30-21:00"
2	"10:00-15:30"
2	"Mar-Oct"
2	"Mo-Fr 07:00-18:00; Sa 07:00-12:00"
2	"Mo-Fr 08:00-24:00; Sa-Su 11:00-24:00"
2	"Mo-Sa 07:30-18:00; Su 08:00-18:00"
2	"Mo 14:30-20:00; Tu-Su 09:00-20:00"
2	"Jan-Apr Sa-Su 11:00-16:00"
2	"Tu-Sa 09:00-18:00; Su 10:00-18:00"
2	"summertime"
2	"Mo-Fr 06:30-16:00;Sa-Su off"
2	"Mo-Sa 07:00-24:00;Su 08:00-24:00"
2	"7:00-21:30"
2	"Mar-Oct 10:00-18:00; Nov-Dec Fr-Sa 10:00-18:00"
2	"Mo-Fr 09:00-18:00; Sa, Su off"
2	"Mo-Su 10:00-22:00; Tu,Fr 09:30-22:00"
2	"Mo-Sa 10:00-02:00"
2	"Jan-Apr Sa-Su 10:00-16:00"
2	"Mo-Sa 11:00-21:00; Su 12:00-21:00"
2	"Mo-Th 12:00-23:00; Fr-Su 12:00-24:00"
2	"16:00-24:00"
2	"Mo-Fr 10:00-18:00; Sa-Su 13:00-18:00; PH 13:00-18:00"
2	"Mo-Fr 07:00-22:00; Sa 07:30-22:00; Su,PH 07:30-21:00"
2	"Mo-Fr 08:00-20:00; Sa-Su 08:00-18:00"
2	"Mo-Su 06:30-18:30"
2	"Mo-Fr 07:00-22:00;Sa 08:00-22:00;Su 09:00-22:00"
2	"Tu-Sa 09:00-19:00"
2	"12:00â€“00:00"
2	"Mo-Th 10:00-23:00; Fr-Sa 10:00-24:00; Su 10:00-22:00"
2	"Mo-Sa 09:00-18:00; Su off"
2	"Mo-Fr 07:00-20:00; Sa-Su 08:00-18:00"
2	"Mo-Fr 08:00-22:00; Sa,Su 15:00-22:00"
2	"Tu-Su 07:00-18:00"
2	"Mo-Su 00:00-04:00,09:00-24:00"
2	"Mo-Fr 07:00-19:00;Sa 08:00-17:00;Su 09:00-17:00"
2	"Tu-Su 10:00-18:30"
2	"Mo-Sa 08:00-20:30"
2	"Mo-Fr 06:30-18:30;Sa 06:30-18:00;Su 07:00-18:00"
2	"Mo-Fr 05:00-22:00; Sa 05:30-22:00; Su 06:00-21:00"
2	"Mo-Fr 08:00-20:00; Sa 09:00-20:00"
2	"Mo-Th 10:00-22:00; Fr-Sa 10:00-24:00; Su 10:00-22:00"
2	"6:30 am - 7:00 pm"
2	"wd 06:30-22:00"
2	"7æ™‚30åˆ†ï½ž22æ™‚00åˆ†"
2	"wd 07:30-19:00"
2	"Mo-Fr 06:00-15:00"
2	"Mo-Sa 07:30-18:00"
2	"wd 07:00-21:00; Sa,Su,PH 08:00-19:00"
2	"Mo-Fr 07:00-20:00; Sa,Su,PH 08:00-19:00"
2	"Mo-Su 11:00-05:00"
2	"wd 06:45-21:00"
2	"Mo-Fr 07:30-18:00; Sa 09:00-15:00"
2	"Mo-Fr 08:00-19:00; Sa 09:00-17:00"
2	"wd 07:30-21:00; Sa,Su,PH 08:00-20:00"
2	"Mo-Su (weather depending)"
2	"Mo-Fr 07:00-21:00; Sa,Su,PH off"
2	"Mo-Th 10:00-22:00; Fr-Sa 10:00-24:00; Su 14:00-22:00"
2	"Mo-Fr 08:00-18:00; Sa 08:00-16:00"
2	"Mo-Sa 07:30-19:30"
2	"Mo-Su 10:00-18:00; We off"
2	"Mo-Sa 08:00-20:00; Su 11:00-20:00"
2	"Th-Tu 11:00-20:00"
2	"Mo-Fr 11:30-14:00"
2	"""fixme"""
2	"Mo-Fr 07:30-21:00; Sa 08:00-21:00; Su 08:00-20:00"
2	"Mo-Fr 06:30-18:30"
2	"Su-Th 12:00-24:00; Fr-Sa 12:00-02:00"
2	"Mo-Sa 11:00-22:00; Su 12:00-22:00"
2	"Mo-Fr 09:00-20:00; Sa-Su 10:00-20:00"
2	"Mo-Sa 07:00-22:00; Su,PH 07:00-20:00"
2	"10:00-06:00"
2	"Mo-Fr 09:30-15:30"
2	"Mo-Fr 07:00-21:00; Sa 07:30-19:00; Su,PH 08:00-19:00"
2	"Mo-Sa 10:00-20:00; Su 11:00-20:00"
2	"Mo-Sa 10:00-19:00; Su 10:00-16:00"
2	"Mo-Sa 06:00-19:00; Su 07:00-19:00"
2	"Mo-Fr 06:30-20:30;Sa 07:00-20:30;Su 08:00-20:30"
2	"Mo-Sa 08:00-20:00; Su 09:00-20:00"
2	"7:00-19:00"
2	"Mo-Fr 09:00-21:00; Sa 10:00-21:00; Su 10:00-20:00"
2	"Sa-Su 11:00-18:00"
2	"Mo-Fr 07:30-15:30"
2	"Mo-Fr 08:30-23:00; Sa,Su 10:00-23:00"
2	"Mo-Sa 10:00-22:00; Su 12:00-22:00"
2	"Mo-Fr 09:00-16:00; Sa 09:00-15:00"
2	"Mo-Fr 08:00-18:30; Sa 08:00-13:00"
2	"Mo-Su 15:00-21:00"
2	"Mo-Fr 08:00-20:00; Sa,Su 09:00-18:00"
2	"Mo-Fr 06:30-18:00"
2	"Mo-Fr 06:00-18:30; Sa 06:00-18:00; Su 07:00-18:00"
2	"Mo-Fr 09:00-22:00;Sa-Su 10:00-22:00"
2	"Mo-Su 15:00-02:00"
2	"Mo-Sa 07:00-24:00; Su 08:00-24:00; PH 08:00-24:00"
2	"Mo-Fr 09:00-19:00; Sa 11:00-19:00"
2	"Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 10:00-20:00"
2	"Mo-Sa 10:00-22:00; Su 15:00-22:00"
2	"Mo-Su 10:00-18:00; Tu off"
2	"Sa-Su 00:00-24:00"
2	"Mo-Su 10:00-sunset"
2	"Mo-Su 13:00-01:00"
2	"Mo-Fr 07:00-19:00; Sa 08:00-18:00"
2	"We-Su 10:00-16:00"
2	"17:00-24:00"
2	"Mo-Fr 08:00-18:00;Sa 09:00-18:00;Su 10:00-17:00"
2	"Mo-Fr 11:00-23:00"
2	"Mo-Fr 07:00-22:00; Sa 08:00-20:00; Su,PH 08:00-19:00"
2	"Mo-Sa 7:00-18:00; Su 8:00-18:00"
2	"Mo-Fr 08:00-24:00; Sa,Su 00:00-01:00,08:00-24:00"
2	"Mo-Su 09:00-17:30"
2	"Mo-Sa 11:00-17:00"
2	"7:30-22:00"
2	"Mo-Su 10:00-04:00"
2	"Mo-Fr 07:00-16:00; Sa-Su 08:00-14:00"
2	"May-Oct: 24/7"
2	"Mo-Fr 06:30-23:00; Sa-Su 07:00-23:00"
2	"Mo-Fr 12:00-02:00"
2	"Mo-Sa 07:00-19:00; Su 09:00-19:00"
2	"Mo-Su 5:00-24:00"
2	"Mo-Fr 06:30-18:30; Sa 06:00-13:00; Su 08:00-11:00"
2	"Mo-Su 11:00-22:00; Fr,Sa 11:00-24:00"
2	"Mo-Fr 09:30-17:00"
2	"Mo-Su 10:30-20:00"
2	"Tu-Sa 08:00-18:00; Su 09:00-18:00"
2	"Mo-Fr 07:00-18:00; Sa 07:00-17:00; Su 08:00-15:30"
2	"Mo-Fr 10:00-18:00; Su 14:00-18:00"
2	"Mo-Su 06:00-26:00"
2	"Mo-Fr 07:00-20:30; Sa,Su,PH 08:00-20:30"
2	"Mo-Sa 12:00-23:00"
2	"Mo-Su 00:00-01:00,13:00-24:00"
2	"Mo-Fr 07:00-19:00; Sa 09:00-17:00; Su 11:00-17:00"
2	"11:00-06:00"
2	"Mo-Fr 10:00-20:00; Sa 09:00-18:00"
2	"Mo-Fr 10:00-22:00; Sa,Su,PH 10:00-21:00"
2	"Mo-Sa 06:00-24:00"
2	"Mo-Sa 09:00-18:00; Su 13:00-18:00"
2	"Mo-Su 06:30-22:30"
2	"Mo-Fr 09:00-21:00; Sa-Su 09:00-20:00"
2	"Mo-Fr 08:30-22:45; Sa-Su 09:00-22:45"
2	"7æ™‚30åˆ†ï½ž21æ™‚00åˆ†"
2	"Mo-Sa 12:00-20:00"
2	"Mo-Fr 06:00-21:00;Sa-Su 08:00-20:00"
2	"Mo-Fr 07:00-19:00; Sa 10:00-17:00; Su 10:00-17:00"
2	"Mo-Sa 18:00-22:00"
2	"8:00-16:00"
2	"Mo-Fr 06:00-21:00; Sa-Su 06:00-20:00"
2	"Mo-Sa 09:00-21:00; Su 11:00-21:00"
2	"Mo-Fr 7:00-15:30"
2	"Tu-Sa 10:00-18:00;Su 12:00-18:00"
2	"Mo-Fr 07:00-18:00; Sa 08:00-18:00"
2	"Mo-Fr 09:00-16:30"
2	"12:00-21:00"
2	"Mo-Sa 07:00-19:30"
2	"Mo-Fr 06:30-22:30; Sa,Su,PH 07:00-22:30"
2	"Mo-Fr 08:00-18:00; Sa 09:00-17:00; Su 10:00-17:00"
2	"Mo-Sa 09:00-19:00; Su 11:00-19:00"
2	"10:00 - 16:00"
2	"Mo-Sa 07:00-18:00; Su 07:30-18:00"
2	"09:30-18:00"
2	"Tilauksesta"
2	"5:30-21:00"
2	"Mo-Fr 07:00-18:30; Sa 07:00-17:00; Su 08:00-17:00"
2	"Mo-Fr 06:00-18:00; Sa 06:00-14:00; Su 08:00-12:00"
2	"07:00 - 18:00"
2	"Mo-Sa 11:30-20:30; Oct-Mar: Mo-Fr 11:30-18:30; PH off"
2	"11:00-03:00"
2	"Mo-Sa 09:00-15:00"
2	"Mo-Sa 06:00-20:00; Su 07:00-18:00"
2	"Mo-Sa 10:00-17:00; Su 12:00-17:00"
2	"Mo-Fr 08:00-18:00; Sa 08:00-13:00; PH off"
2	"Mo-Fr 8:30-21:00"
2	"Fr-Su 14:00-19:00"
2	"Tu-Su 09:30-18:30"
2	"Mo-Sa 11:00-18:00"
2	"Mo-Fr 10:00-19:00;Sa 10:00-18:00;Su 12:00-17:00"
2	"Mo-Sa 07:30-19:30;Su 09:00-19:30"
2	"Mo-Sa 09:00-18:00; Su 14:00-18:00"
2	"Mo-Fr 07:00+"
2	"Sa,Su,PH 11:00-18:00"
2	"Mo-Fr 09:00-18:30; Sa 09:00-18:00"
2	"08:30-21:00"
2	"Mo-Fr 10:00-19:00; Sa-Su 12:00-19:00"
2	"Mo-Su 11:00-16:00"
2	"Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 08:30-20:00; Su 13:30-18:00"
2	"Mo-Su 05:00-03:00"
2	"Mo-Su 09:30-17:00"
2	"12:00 - 02:00"
2	"Mo-Fr 07:00-20:30; Sa,Su,PH off"
2	"Mo-Th 06:00-23:00; Fr, Sa 06:00-01:00; Su 07:00-23:00"
2	"Su 14:00+"
2	"Mo-Su 10:00-18:30"
2	"mo-su 08:00-22:00"
2	"Mo-Fr 08:00-19:00; Sa 08:00-16:00"
2	"Mo-Fr 06:00-19:00; Sa-Su 07:00-19:00"
2	"14:00-24:00"
2	"Mo-Fr 07:00-21:00; Sa-Su 09:00-20:00"
2	"Mo-Sa 09:00-21:00; Su 09:30-20:00"
2	"Mo-Su 14:00-20:00"
2	"08-01"
2	"Mo-Sa 09:00-18:00;Su 10:00-18:00"
2	"Mo-Su 09:30-21:00"
2	"Mo-Sa 09:00-01:00"
2	"Mo-Fr 08:30-19:00"
2	"Mo-Su 06:45-22:30"
2	"Mo-Su 08:00-19:30"
2	"Su-Sa 06:00-21:00"
2	"Tu-Sa 10:00-16:00"
2	"Mo-Sa 07:00-21:00"
2	"Mo-Fr 07:30-19:00; Sa-Su 08:00-19:00"
2	"Mo-Su 07:30-23:30"
2	"Mo-Su 11:00-22:00; Fr,Sa 11:00-23:00"
2	"Mo-Fr 7:00-16:00; Sa-Su 8:00-16:00"
2	"Mo-Fr 09:00-21:00; Sa,Su 11:00-21:00"
2	"Mo-Fr 6:00-18:00"
2	"07:00-16:00"
2	"Mo-Fr 07:00-22:00; Sa-Su 07:30-22:00"
2	"Mo-Fr 09:00-19:00;Sa 09:00-18:00;Su 10:00-18:00"
2	"mo-fr 10:00-19:00; su 10.00-11:00"
2	"Mo-Sa 10:00-19:00; Su 11:00-18:00"
2	"10:00 - 02:00"
2	"Mo-Su 11:30-23:30"
2	"Mo-Sa 10:30-22:00; Su 12:00-22:00"
2	"Mo-Fr 09:00-20:00; Sa 09:00-16:00"
2	"Mo 00:00+"
2	"Mo-Th 08:00-19:00; Fr 08:00-18:00"
2	"Tu-Su 15:00-18:00"
2	"Mo-Fr 06:00-18:00; Sa 06:00-12:00; Su 08:00-11:00"
2	"Mo-Fr 09:00-24:00"
2	"20:00-04:00"
2	"PH,Su 14:00+"
2	"Mo-Sa 09:00+; Su,PH 10:00+"
2	"Tu-Sa 11:00-19:00"
2	"08:00-22:30"
2	"Mo-Su 00:00-02:00,10:00-24:00; Tu-Fr 10:00-24:00"
2	"Mo-Su 15:00-23:00"
2	"Mo-Su 08:00-18:00;Apr 10-15 off;Jun 08:00-14:00;Aug off;Dec 25 off"
2	"Fr-Su 14:00-17:00"
2	"Mo-Su 06:30-18:00"
2	"08:00 - 22:00"
2	"Mo-Sa 06:30-20:00"
2	"9-21"
2	"Mo-Fr 09:00-22:00; Sa 16:00-22:00"
2	"Mo-Fr 07:30-19:00; Sa 08:00-19:00; Su 09:30-12:30"
2	"Mo-Sa 06:00-18:00; Su 08:00-17:00"
2	"Mo-Fr 09:00-18:00; Sa,Su 10:00-18:00"
2	"11:00 - 19:00"
2	"Mo-Fr 07:00-20:00;Sa-Su 08:00-20:00"
2	"7am-10pm"
2	"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 00:00-02:00,11:00-24:00; Su 00:00-02:00,11:00-23:00"
2	"6:00am - 9:00pm"
2	"Mo-Fr 10:00-23:00; Sa,Su 12:00-23:00"
2	"Su 11:00-17:00"
2	"Jan Sa[1]-easter Sa-Su 11:00-16:00"
2	"8.00-24.00"
2	"Mo-Su 11:30-16:00"
2	"Mo-Fr 08:00-23:00; Sa,Su 09:00-22:00"
2	"11-22"
2	"Sa 10:00-14:00"
2	"Tu-Su 11:30-20:00"
2	"Mo-Sa 06:00-18:00; Su 13:00-18:00"
2	"Mo-Sa 08:30-18:00"
2	"Mo-Fr 09:00-16:00; Sa, Su 09:00-16:00"
2	"Tu-Sa 10:00-17:00"
2	"Mo-Fr 08:00-19:00; Sa 08:00-17:00"
2	"Mo-Sa 08:00-14:00"
2	"Mo-Su 05:30-23:00"
2	"2015-05-31"
2	"10am - 11pm"
2	"Mo-Fr 06:30-20:00; Sa-Su 10:00-18:00"
2	"Tu-Su 10:30-18:00"
2	"12-15"
2	"Mo-Fr 06:00-18:00; Sa 06:00-13:00; Su 07:00-17:00"
2	"17:00-00:00"
2	"Mo-Sa 09:00+; Su 14:00+"
2	"Mo-Fr 07:30-18:00; PH off"
2	"Mo-Sa 07:00-20:00; Su 08:00-20:00"
2	"Mo-Fr 10:00-18:30; Sa 10:00-17:00"
2	"Mo-Fr 09:30-16:00"
2	"Mo-Su 9:00-2:00"
2	"Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 10:00-17:00"
2	"Mo-Sa 08:00-20:00; PH off"
2	"Mo-Fr 06:30-18:00; Sa 06:30-12:30"
2	"Apr Fr[-1] - Sep 30"
2	"8:00 - 23:00"
2	"Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 00:00-01:00,12:00-24:00; Su 00:00-01:00,12:00-23:00"
2	"Mo-Sa 07:00-21:00; Su,PH 07:30-20:00"
2	"Mo-Fr 08:00-18:00; Sa 09:00-18:00"
2	"8:30-18:00"
2	"Mo off; Tu-Su 11:00-22:00"
2	"Mo-Fr 07:00-22:00; Sa,Su,PH 09:00-21:00"
2	"Mo-Fr 07:00-22:00; Sa 10:00-19:00; Su,PH 10:00-18:00"
2	"Mo-Fr 07:00-22:00; Sa 08:00-20:00; Su,PH 09:00-20:00"
2	"Mo-Su 09:00-21:30"
2	"Mo-Su 09:30-23:00"
2	"Mo-Fr 10:00-21:00; Sa,Su,PH 10:00-22:00"
2	"Mo-Fr 07:00-22:30; Sa,Su,PH 08:00-22:00"
2	"Mo-Fr 8:00-21:00"
2	"Mo-Fr 07:00-18:00; Sa 07:30-14:00; Su,PH off"
2	"Mo-Su 11:30-19:00"
2	"Mo-Fr 11:00-20:00; Sa 11:00-18:00"
2	"Mo-Fr 08:00-18:00; Sa,Su,PH off"
2	"16"
2	"Mo-Fr 08:00-20:00; Sa 08:00-18:00"
2	"Mo-Fr 08:00-19:00; Sa-Su 09:00-19:00"
2	"9:00 - 21:00"
2	"Mo-Fr 7:30-16:00"
2	"11:30-21:00"
2	"Mo-Su 08:30-16:30"
2	"Mo-Fr 06:00-18:00; Sa 07:00-13:00"
2	"Mo-Fr 11:00-22:00"
2	"09:00-00:30"
2	"Mo-Fr 07:00-18:30; Sa 08:00-18:00"
2	"Mo-Fr 09:00+; Sa-Su 10:00+"
2	"2015-04-27"
2	"Mo-Fr 05:30-21:00;Sa-Su 07:00-20:00"
2	"Mo-Sa 09:30-20:00; Su 11:00-20:00"
2	"Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00"
2	"Mo-Sa 07:30-21:00; Su 10:00-20:00"
2	"Mo-Fr 11:30-16:00"
2	"Mo-Fr 08:00-23:00; Sa,Su 10:00-22:00"
2	"Mo-Fr 08:00-15:30"
2	"Mo-Fr 06:30-19:00; Sa-Su 07:00-17:00"
2	"Mo-Fr 08:00-20:00; Sa-Su 10:00-20:00"
2	"We,Th,Sa,Su 14:00-18:00"
2	"Mo-Th 08:00-16:00;Fr 08:00-15:00;Sa-Su off"
2	"Mo-Sa 06:00-22:00;Su 07:00-22:00"
2	"Mo-Sa 07:00-24:00; Su 08:00-24:00"
2	"06:30-15:00"
2	"Mo-Fr 08:00-24:00; Sa,Su 09:00-24:00"
2	"Mo-Su 08:00-20:30"
2	"Su-Th 12:00-02:00; Fr-Sa 12:00-04:00"
2	"Su-Th 11:00-23:00; Fr-Sa 11:00-01:00"
2	"Lu-Sa 08:30-20:00"
2	"Mo-Fr 07:15-21:00; Sa,Su,PH 08:00-20:00"
2	"08:00-10:00"
